year,round,event_name,country,event_date,circuit,driver_abbreviation,driver_number,constructor,grid_position,finish_position,points,dnf,status,q_position,q1_time,q2_time,q3_time,sprint_position,sprint_points
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,VET,5,Ferrari,2.0,5.0,10.0,0,Finished,2.0,94.919,93.623,92.982,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,RIC,3,Red Bull,7.0,6.0,8.0,0,Finished,7.0,94.691,94.403,93.832,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,GRO,8,Lotus F1,10.0,7.0,6.0,0,Finished,10.0,95.007,94.123,94.484,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,PER,11,Force India,11.0,8.0,4.0,0,+1 Lap,11.0,95.451,94.704,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,KVY,26,Red Bull,17.0,9.0,2.0,0,+1 Lap,17.0,95.8,,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,MAS,19,Williams,6.0,10.0,1.0,0,+1 Lap,6.0,94.488,93.551,93.744,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,ALO,14,McLaren,14.0,11.0,0.0,0,+1 Lap,14.0,95.205,95.039,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,NAS,12,Sauber,12.0,12.0,0.0,0,+1 Lap,12.0,95.31,94.737,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,HUL,27,Force India,8.0,13.0,0.0,0,+1 Lap,8.0,95.653,94.613,94.45,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,ERI,9,Sauber,13.0,14.0,0.0,0,+1 Lap,13.0,95.438,95.034,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,MAL,13,Lotus F1,16.0,15.0,0.0,0,+1 Lap,16.0,95.677,,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,STE,28,Manor Marussia,18.0,16.0,0.0,0,+2 Laps,18.0,98.713,,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,MER,98,Manor Marussia,19.0,17.0,0.0,0,+3 Laps,19.0,99.722,,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,VER,33,Toro Rosso,15.0,18.0,0.0,1,Electrical,15.0,95.611,95.103,,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,SAI,55,Toro Rosso,9.0,19.0,0.0,1,Engine,9.0,95.371,94.641,94.462,,0.0
2015,4,Bahrain Grand Prix,Bahrain,2015-04-19 15:00:00,Bahrain Grand Prix,BUT,22,McLaren,20.0,20.0,0.0,1,ERS,,,,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,ROS,6,Mercedes,1.0,1.0,25.0,0,Finished,1.0,86.49,85.166,84.681,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,HAM,44,Mercedes,2.0,2.0,18.0,0,Finished,2.0,86.382,85.74,84.948,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,VET,5,Ferrari,3.0,3.0,15.0,0,Finished,3.0,87.534,86.167,85.458,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,BOT,77,Williams,4.0,4.0,12.0,0,Finished,4.0,87.262,86.197,85.694,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,RAI,7,Ferrari,7.0,5.0,10.0,0,Finished,7.0,86.637,86.016,86.414,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,MAS,19,Williams,9.0,6.0,8.0,0,Finished,9.0,87.165,86.147,86.757,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,RIC,3,Red Bull,10.0,7.0,6.0,0,+1 Lap,10.0,87.611,86.692,86.77,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,GRO,8,Lotus F1,11.0,8.0,4.0,0,+1 Lap,11.0,87.383,87.375,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,SAI,55,Toro Rosso,5.0,9.0,2.0,0,+1 Lap,5.0,86.773,86.475,86.136,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,KVY,26,Red Bull,8.0,10.0,1.0,0,+1 Lap,8.0,87.833,86.889,86.629,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,VER,33,Toro Rosso,6.0,11.0,0.0,0,+1 Lap,6.0,87.393,86.441,86.249,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,NAS,12,Sauber,15.0,12.0,0.0,0,+1 Lap,15.0,87.625,88.005,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,PER,11,Force India,18.0,13.0,0.0,0,+1 Lap,18.0,88.442,,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,ERI,9,Sauber,16.0,14.0,0.0,0,+1 Lap,16.0,88.112,,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,HUL,27,Force India,17.0,15.0,0.0,0,+1 Lap,17.0,88.365,,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,BUT,22,McLaren,14.0,16.0,0.0,0,+1 Lap,14.0,87.813,87.854,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,STE,28,Manor Marussia,19.0,17.0,0.0,0,+3 Laps,19.0,91.2,,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,MER,98,Manor Marussia,20.0,18.0,0.0,0,+4 Laps,20.0,92.038,,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,MAL,13,Lotus F1,12.0,19.0,0.0,1,Accident,12.0,87.281,87.45,,,0.0
2015,5,Spanish Grand Prix,Spain,2015-05-10 12:00:00,Spanish Grand Prix,ALO,14,McLaren,13.0,20.0,0.0,1,Brakes,13.0,87.941,87.76,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,ROS,6,Mercedes,2.0,1.0,25.0,0,Finished,2.0,76.528,75.471,75.44,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,VET,5,Ferrari,3.0,2.0,18.0,0,Finished,3.0,77.502,76.181,75.849,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,HAM,44,Mercedes,1.0,3.0,15.0,0,Finished,1.0,76.588,75.864,75.098,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,KVY,26,Red Bull,5.0,4.0,12.0,0,Finished,5.0,76.845,76.453,76.182,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,RIC,3,Red Bull,4.0,5.0,10.0,0,Finished,4.0,77.254,76.706,76.041,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,RAI,7,Ferrari,6.0,6.0,8.0,0,Finished,6.0,77.66,76.44,76.427,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,PER,11,Force India,7.0,7.0,6.0,0,Finished,7.0,77.376,76.999,76.808,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,BUT,22,McLaren,10.0,8.0,4.0,0,Finished,12.0,77.492,77.093,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,NAS,12,Sauber,14.0,9.0,2.0,0,Finished,16.0,78.101,,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,SAI,55,Toro Rosso,20.0,10.0,1.0,0,Finished,8.0,77.246,76.762,76.931,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,HUL,27,Force India,11.0,11.0,0.0,0,Finished,13.0,77.552,77.193,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,GRO,8,Lotus F1,15.0,12.0,0.0,0,Finished,11.0,77.767,77.007,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,ERI,9,Sauber,17.0,13.0,0.0,0,Finished,18.0,78.513,,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,BOT,77,Williams,16.0,14.0,0.0,0,Finished,17.0,78.434,,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,MAS,19,Williams,12.0,15.0,0.0,0,+1 Lap,14.0,77.679,77.278,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,MER,98,Manor Marussia,19.0,16.0,0.0,0,+2 Laps,20.0,80.904,,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,STE,28,Manor Marussia,18.0,17.0,0.0,0,+2 Laps,19.0,80.655,,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,VER,33,Toro Rosso,9.0,18.0,0.0,1,Accident,10.0,76.75,76.546,76.957,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,ALO,14,McLaren,13.0,19.0,0.0,1,Gearbox,15.0,77.778,86.632,,,0.0
2015,6,Monaco Grand Prix,Monaco,2015-05-24 12:00:00,Monaco Grand Prix,MAL,13,Lotus F1,8.0,20.0,0.0,1,Brakes,9.0,77.63,76.775,76.946,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,75.895,74.661,74.393,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,ROS,6,Mercedes,2.0,2.0,18.0,0,Finished,2.0,75.893,74.673,74.702,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,BOT,77,Williams,4.0,3.0,15.0,0,Finished,4.0,76.552,75.506,75.102,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,RAI,7,Ferrari,3.0,4.0,12.0,0,Finished,3.0,76.259,75.348,75.014,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,VET,5,Ferrari,18.0,5.0,10.0,0,Finished,16.0,77.344,,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,MAS,19,Williams,15.0,6.0,8.0,0,Finished,17.0,77.886,,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,MAL,13,Lotus F1,6.0,7.0,6.0,0,Finished,6.0,76.098,75.622,75.329,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,HUL,27,Force India,7.0,8.0,4.0,0,+1 Lap,7.0,76.186,75.706,75.614,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,KVY,26,Red Bull,8.0,9.0,2.0,0,+1 Lap,8.0,76.415,75.891,76.079,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,GRO,8,Lotus F1,5.0,10.0,1.0,0,+1 Lap,5.0,75.833,75.187,75.194,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,PER,11,Force India,10.0,11.0,0.0,0,+1 Lap,10.0,76.827,75.974,76.338,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,SAI,55,Toro Rosso,11.0,12.0,0.0,0,+1 Lap,11.0,76.611,76.042,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,RIC,3,Red Bull,9.0,13.0,0.0,0,+1 Lap,9.0,76.41,76.006,76.114,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,ERI,9,Sauber,12.0,14.0,0.0,0,+1 Lap,13.0,76.796,76.262,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,VER,33,Toro Rosso,19.0,15.0,0.0,0,+1 Lap,12.0,76.361,76.245,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,NAS,12,Sauber,14.0,16.0,0.0,0,+2 Laps,15.0,76.968,76.62,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,STE,28,Manor Marussia,17.0,17.0,0.0,0,+4 Laps,19.0,79.157,,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,MER,98,Manor Marussia,16.0,18.0,0.0,1,Retired,18.0,79.133,,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,BUT,22,McLaren,20.0,19.0,0.0,1,Retired,,,,,,0.0
2015,7,Canadian Grand Prix,Canada,2015-06-07 18:00:00,Canadian Grand Prix,ALO,14,McLaren,13.0,20.0,0.0,1,Engine,14.0,77.012,76.276,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,ROS,6,Mercedes,2.0,1.0,25.0,0,Finished,2.0,70.976,68.634,68.655,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,HAM,44,Mercedes,1.0,2.0,18.0,0,Finished,1.0,72.218,69.062,68.455,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,MAS,19,Williams,4.0,3.0,15.0,0,Finished,4.0,71.83,69.719,69.192,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,VET,5,Ferrari,3.0,4.0,12.0,0,Finished,3.0,71.184,69.392,68.81,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,BOT,77,Williams,6.0,5.0,10.0,0,Finished,6.0,71.894,69.598,69.319,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,HUL,27,Force India,5.0,6.0,8.0,0,Finished,5.0,71.319,69.604,69.278,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,MAL,13,Lotus F1,10.0,7.0,6.0,0,+1 Lap,11.0,71.661,70.374,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,VER,33,Toro Rosso,7.0,8.0,4.0,0,+1 Lap,7.0,71.307,69.631,69.612,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,PER,11,Force India,13.0,9.0,2.0,0,+1 Lap,16.0,72.522,,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,RIC,3,Red Bull,18.0,10.0,1.0,0,+1 Lap,14.0,71.973,70.482,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,NAS,12,Sauber,8.0,11.0,0.0,0,+1 Lap,9.0,72.001,69.652,69.713,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,KVY,26,Red Bull,15.0,12.0,0.0,0,+1 Lap,8.0,72.092,70.187,69.694,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,ERI,9,Sauber,11.0,13.0,0.0,0,+2 Laps,12.0,72.388,70.426,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,MER,98,Manor Marussia,16.0,14.0,0.0,0,+3 Laps,19.0,74.071,,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,GRO,8,Lotus F1,9.0,15.0,0.0,1,Gearbox,10.0,71.821,69.92,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,SAI,55,Toro Rosso,12.0,16.0,0.0,1,Power loss,13.0,71.158,70.465,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,BUT,22,McLaren,20.0,17.0,0.0,1,Retired,17.0,72.632,,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,STE,28,Manor Marussia,17.0,18.0,0.0,1,Oil leak,20.0,75.368,,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,RAI,7,Ferrari,14.0,19.0,0.0,1,Collision,18.0,72.867,,,,0.0
2015,8,Austrian Grand Prix,Austria,2015-06-21 12:00:00,Austrian Grand Prix,ALO,14,McLaren,19.0,20.0,0.0,1,Collision,15.0,72.508,70.736,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,93.796,93.068,92.248,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,ROS,6,Mercedes,2.0,2.0,18.0,0,Finished,2.0,93.475,92.737,92.361,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,VET,5,Ferrari,6.0,3.0,15.0,0,Finished,6.0,93.562,93.641,93.547,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,MAS,19,Williams,3.0,4.0,12.0,0,Finished,3.0,94.542,93.707,93.085,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,BOT,77,Williams,4.0,5.0,10.0,0,Finished,4.0,94.171,93.02,93.149,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,KVY,26,Red Bull,7.0,6.0,8.0,0,Finished,7.0,94.422,93.52,93.636,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,HUL,27,Force India,9.0,7.0,6.0,0,Finished,9.0,94.594,93.693,93.673,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,RAI,7,Ferrari,5.0,8.0,4.0,0,+1 Lap,5.0,93.426,93.911,93.379,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,PER,11,Force India,11.0,9.0,2.0,0,+1 Lap,11.0,94.25,94.268,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,ALO,14,McLaren,17.0,10.0,1.0,0,+1 Lap,17.0,94.959,,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,ERI,9,Sauber,15.0,11.0,0.0,0,+1 Lap,15.0,94.643,94.868,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,MER,98,Manor Marussia,20.0,12.0,0.0,0,+3 Laps,20.0,99.377,,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,STE,28,Manor Marussia,19.0,13.0,0.0,0,+3 Laps,19.0,97.364,,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,SAI,55,Toro Rosso,8.0,14.0,0.0,1,Electrical,8.0,94.641,94.071,93.649,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,RIC,3,Red Bull,10.0,15.0,0.0,1,Electrical,10.0,94.272,93.749,93.943,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,VER,33,Toro Rosso,13.0,16.0,0.0,1,Spun off,13.0,94.819,94.502,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,GRO,8,Lotus F1,12.0,17.0,0.0,1,Collision,12.0,94.646,94.43,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,MAL,13,Lotus F1,14.0,18.0,0.0,1,Collision,14.0,94.877,94.511,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,BUT,22,McLaren,18.0,19.0,0.0,1,Collision,18.0,95.207,,,,0.0
2015,9,British Grand Prix,UK,2015-07-05 12:00:00,British Grand Prix,NAS,12,Sauber,16.0,20.0,0.0,1,Gearbox,16.0,94.888,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,VET,5,Ferrari,3.0,1.0,25.0,0,Finished,3.0,83.312,83.168,82.739,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,KVY,26,Red Bull,7.0,2.0,18.0,0,Finished,7.0,83.587,83.597,83.332,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,RIC,3,Red Bull,4.0,3.0,15.0,0,Finished,4.0,84.408,83.23,82.774,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,VER,33,Toro Rosso,9.0,4.0,12.0,0,Finished,9.0,84.032,83.781,83.679,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,ALO,14,McLaren,15.0,5.0,10.0,0,Finished,15.0,84.563,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,HAM,44,Mercedes,1.0,6.0,8.0,0,Finished,1.0,82.89,82.285,82.02,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,GRO,8,Lotus F1,10.0,7.0,6.0,0,Finished,10.0,84.242,83.805,84.181,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,ROS,6,Mercedes,2.0,8.0,4.0,0,Finished,2.0,82.979,82.775,82.595,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,BUT,22,McLaren,16.0,9.0,2.0,0,Finished,16.0,84.739,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,ERI,9,Sauber,17.0,10.0,1.0,0,Finished,17.0,84.843,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,NAS,12,Sauber,18.0,11.0,0.0,0,Finished,18.0,84.997,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,MAS,19,Williams,8.0,12.0,0.0,0,Finished,8.0,83.895,83.598,83.537,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,BOT,77,Williams,6.0,13.0,0.0,0,Finished,6.0,83.649,83.555,83.222,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,MAL,13,Lotus F1,14.0,14.0,0.0,0,Finished,14.0,83.895,84.609,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,MER,98,Manor Marussia,19.0,15.0,0.0,0,+2 Laps,19.0,87.416,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,STE,28,Manor Marussia,20.0,16.0,0.0,0,+4 Laps,20.0,87.949,,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,SAI,55,Toro Rosso,12.0,17.0,0.0,1,Electrical,12.0,84.623,83.869,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,RAI,7,Ferrari,5.0,18.0,0.0,1,Power Unit,5.0,83.596,83.46,83.02,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,PER,11,Force India,13.0,19.0,0.0,1,Suspension,13.0,84.444,84.461,,,0.0
2015,10,Hungarian Grand Prix,Hungary,2015-07-26 12:00:00,Hungarian Grand Prix,HUL,27,Force India,11.0,20.0,0.0,1,Front wing,11.0,84.115,83.826,,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,108.908,108.024,107.197,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,ROS,6,Mercedes,2.0,2.0,18.0,0,Finished,2.0,108.923,107.955,107.655,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,GRO,8,Lotus F1,9.0,3.0,15.0,0,Finished,4.0,109.353,108.981,108.561,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,KVY,26,Red Bull,12.0,4.0,12.0,0,Finished,12.0,109.469,109.228,,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,PER,11,Force India,4.0,5.0,10.0,0,Finished,5.0,109.006,108.792,108.599,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,MAS,19,Williams,6.0,6.0,8.0,0,Finished,7.0,109.688,108.806,108.685,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,RAI,7,Ferrari,16.0,7.0,6.0,0,Finished,14.0,109.288,,,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,VER,33,Toro Rosso,18.0,8.0,4.0,0,Finished,15.0,109.831,,,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,BOT,77,Williams,3.0,9.0,2.0,1,Power Unit,3.0,109.026,109.044,108.537,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,ERI,9,Sauber,13.0,10.0,1.0,0,Finished,13.0,109.523,109.586,,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,NAS,12,Sauber,14.0,11.0,0.0,0,Finished,16.0,109.952,,,,0.0
2015,11,Belgian Grand Prix,Belgium,2015-08-23 12:00:00,Belgian Grand Prix,VET,5,Ferrari,8.0,12.0,0.0,1,Tyre,9.0,109.264,108.761,108.825,,0.0
